"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"TFSC","1347 Capital Corp.","9.49","56446520","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfsc",
"TFSCR","1347 Capital Corp.","0.38","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfscr",
"TFSCU","1347 Capital Corp.","10.01","41841800","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/tfscu",
"TFSCW","1347 Capital Corp.","0.21","0","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/tfscw",
"PIH","1347 Property Insurance Holdings, Inc.","7.68","48830400","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/pih",
"FLWS","1-800 FLOWERS.COM, Inc.","8","511594416","n/a","1999","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/flws",
"FCTY","1st Century Bancshares, Inc","7.1","72037153.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcty",
"FCCY","1st Constitution Bancorp (NJ)","10.78","76711072.9","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fccy",
"SRCE","1st Source Corporation","31.15","743309180.95","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/srce",
"FUBC","1st United Bancorp, Inc. (FL)","8.82","304256386.98","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fubc",
"VNET","21Vianet Group, Inc.","19.83","1318695000","n/a","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/vnet",
"TWOU","2U, Inc.","17.88","719964644.52","n/a","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/twou",
"DGLD","3X Inverse Gold ETN Velocityshares","77.56","10548935.6","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/dgld",
"JOBS","51job, Inc.","30.64","1822985720.72","n/a","2004","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/jobs",
"EGHT","8x8 Inc","7.82","699591940.7","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eght",
"AVHI","A V Homes, Inc.","15.24","336714586.92","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/avhi",
"SHLM","A. Schulman, Inc.","34.79","1013892345.48","n/a","1972","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/shlm",
"AAON","AAON, Inc.","19.44","1069437051.36","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aaon",
"ASTM","Aastrom Biosciences, Inc.","2.9","68978393.7","n/a","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/astm",
"ABAX","ABAXIS, Inc.","51.53","1160632760.14","n/a","1992","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/abax",
"ABY","Abengoa Yield plc","32.95","2636000000","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/aby",
"ABGB","Abengoa, S.A.","20.34","3416183220.96","n/a","2013","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/abgb",
"ABMD","ABIOMED, Inc.","31.35","1268530129.35","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/abmd",
"AXAS","Abraxas Petroleum Corporation","3.945","415742653.335","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/axas",
"ACTG","Acacia Research Corporation","17.42","872831503.96","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/actg",
"ACHC","Acadia Healthcare Company, Inc.","59.08","3533898676.56","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/achc",
"ACAD","ACADIA Pharmaceuticals Inc.","28.05","2789202941.25","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acad",
"ACST","Acasti Pharma, Inc.","0.5298","56296642.3044","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acst",
"AXDX","Accelerate Diagnostics, Inc.","20.99","935799101.08","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/axdx",
"XLRN","Acceleron Pharma Inc.","38.24","1215920530.4","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/xlrn",
"ANCX","Access National Corporation","16.79","175292956.01","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ancx",
"ARAY","Accuray Incorporated","6.22","481419503.48","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/aray",
"ACRX","AcelRx Pharmaceuticals, Inc.","6.94","301036921.32","n/a","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acrx",
"ACET","Aceto Corporation","22.57","656058553.25","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/acet",
"AKAO","Achaogen, Inc.","10.21","180818589.5","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akao",
"ACHN","Achillion Pharmaceuticals, Inc.","11.95","1168567149.7","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/achn",
"ACIW","ACI Worldwide, Inc.","19.2","2190334176","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/aciw",
"ACNB","ACNB Corporation","19.49","117044193.54","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acnb",
"ACOR","Acorda Therapeutics, Inc.","36.15","1509079183.35","n/a","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/acor",
"ACFN","Acorn Energy, Inc.","1.28","28403042.56","n/a","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/acfn",
"ACTS","Actions Semiconductor Co., Ltd.","1.84","158240000","n/a","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/acts",
"ACPW","Active Power, Inc.","1.82","42024264.1","n/a","2000","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/acpw",
"ATVI","Activision Blizzard, Inc","19.58","14048298734.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/atvi",
"ACTA","Actua Corporation","18.42","758481168.9","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acta",
"BIRT","Actuate Corporation","4.24","196600057.12","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/birt",
"ACUR","Acura Pharmaceuticals, Inc.","0.63","30774228.66","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/acur",
"ACXM","Acxiom Corporation","18.35","1415714500.9","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm",
"ADMS","Adamas Pharmaceuticals, Inc.","15.87","265957379.13","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adms",
"ADMP","Adamis Pharmaceuticals Corporation","4.5","47481835.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/admp",
"ADUS","Addus HomeCare Corporation","19.3","211946578.4","n/a","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","2.4","24098894.4","n/a","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey",
"ADEP","Adept Technology, Inc.","6.89","90259000","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/adep",
"ADBE","Adobe Systems Incorporated","68.57","34198524590.18","n/a","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe",
"ADTN","ADTRAN, Inc.","20.91","1143880588.14","n/a","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn",
"ADES","Advanced Emissions Solutions, Inc.","19.87","431755865.84","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ades",
"AEIS","Advanced Energy Industries, Inc.","18.97","757549592.45","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis",
"ADXS","Advaxis, Inc.","3.2","62458908.8","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxs",
"ADXSW","Advaxis, Inc.","1.25","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxsw",
"ADVS","Advent Software, Inc.","33.95","1750408223.2","n/a","1995","Technology","EDP Services","http://www.nasdaq.com/symbol/advs",
"MULT","AdvisorShares Sunrise Global Multi-Strategy ETF","23.4","2340000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mult",
"YPRO","AdvisorShares YieldPro ETF","24.4","69540000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ypro",
"AEGR","Aegerion Pharmaceuticals, Inc.","34.21","1010806940.99","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aegr",
"AEGN","Aegion Corp","18.17","678892469.24","n/a","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn",
"AEHR","Aehr Test Systems","2.54","29211267.46","n/a","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","7.7","157332767.9","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amtx",
"AEPI","AEP Industries Inc.","44.33","225222820.68","n/a","1986","Capital Goods","Specialty Chemicals","http://www.nasdaq.com/symbol/aepi",
"AERI","Aerie Pharmaceuticals, Inc.","24.79","592232951.26","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aeri",
"AVAV","AeroVironment, Inc.","30.27","707002950.12","n/a","2007","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/avav",
"AEZS","AEterna Zentaris Inc.","1.06","67744593.64","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aezs",
"ATRM","Aetrium Incorporated","3.25","3856037.25","n/a","1993","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/atrm",
"AFMD","Affimed N.V.","4.44","106489705.92","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/afmd",
"AFFX","Affymetrix, Inc.","8.3","609068093.4","n/a","1996","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/affx",
"AGEN","Agenus Inc.","3.09","193679485.05","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","7.18","133497510.24","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agrx",
"AGYS","Agilysys, Inc.","11.24","256549774.12","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","84.37","2907222809.92","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agio",
"AIRM","Air Methods Corporation","46.4","1816626862.4","n/a","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/airm",
"AIRT","Air T, Inc.","13.01","30638914.28","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","8.12","527311947.4","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/atsg",
"AMCN","AirMedia Group Inc","2.31","137599924.77","n/a","2007","Technology","Advertising","http://www.nasdaq.com/symbol/amcn",
"AIXG","Aixtron SE","11.91","1328244265.68","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aixg",
"AKAM","Akamai Technologies, Inc.","59.83","10659500187.56","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam",
"AKBA","Akebia Therapeutics, Inc.","13.11","265647641.58","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akba",
"AKER","Akers Biosciences Inc","3.55","17589671.35","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/aker",
"AKRX","Akorn, Inc.","43.64","4544395715.36","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx",
"ALSK","Alaska Communications Systems Group, Inc.","1.37","67812820.33","n/a","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk",
"AMRI","Albany Molecular Research, Inc.","22.73","738227599.41","n/a","1999","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/amri",
"ABDC","Alcentra Capital Corp.","12.66","171122257.56","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/abdc",
"ADHD","Alcobra Ltd.","3.67","50046722.03","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adhd",
"ALDR","Alder BioPharmaceuticals, Inc.","16.81","517809659.08","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldr",
"ALDX","Aldeyra Therapeutics, Inc.","7.5","41740612.5","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldx",
"ALXN","Alexion Pharmaceuticals, Inc.","192.93","38255487565.47","n/a","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn",
"ALXA","Alexza Pharmaceuticals, Inc.","2.55","44295871.5","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxa",
"ALCO","Alico, Inc.","36.82","271072153.8","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","51.95","4197200090.4","n/a","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","6.02","258705496.7","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim",
"ALKS","Alkermes plc","51.29","7479512426.81","n/a","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alks",
"ALGT","Allegiant Travel Company","128.74","2299214135.14","n/a","2006","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/algt",
"ALLB","Alliance Bancorp, Inc. of Pennsylvania","16.2","65239975.8","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/allb",
"AFOP","Alliance Fiber Optic Products, Inc.","11.46","213342855.3","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/afop",
"AIQ","Alliance HealthCare Services, Inc.","25.12","269521347.36","n/a","2001","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/aiq",
"AHGP","Alliance Holdings GP, L.P.","67.64","4049133320","n/a","2006","Energy","Coal Mining","http://www.nasdaq.com/symbol/ahgp",
"ARLP","Alliance Resource Partners, L.P.","46.34","3431969779.56","n/a","1999","Energy","Coal Mining","http://www.nasdaq.com/symbol/arlp",
"AHPI","Allied Healthcare Products, Inc.","1.86","14930493.42","n/a","1992","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","14.72","135776161.28","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/amot",
"ALQA","Alliqua, Inc.","4.49","72695686.24","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/alqa",
"ALLT","Allot Communications Ltd.","11.27","374692732.05","n/a","2006","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/allt",
"MDRX","Allscripts Healthcare Solutions, Inc.","13.82","2489865775.18","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mdrx",
"AFAM","Almost Family Inc","28.75","272228891.25","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/afam",
"ALNY","Alnylam Pharmaceuticals, Inc.","94.72","7232328266.24","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","8.99","237750960.42","n/a","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/aosl",
"ATEC","Alphatec Holdings, Inc.","1.57","153800117.06","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atec",
"ALTR","Altera Corporation","33.5","10211361661","n/a","1988","Technology","Semiconductors","http://www.nasdaq.com/symbol/altr",
"ASPS","Altisource Portfolio Solutions S.A.","76.69","1554654235.01","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/asps",
"APSA","Alto Palermo S.A.","20","630070240","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/apsa",
"AIMC","Altra Industrial Motion Corp.","30.77","819569288.72","n/a","2006","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aimc",
"AMAG","AMAG Pharmaceuticals, Inc.","33.96","745701287.04","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amag",
"AMRN","Amarin Corporation PLC","0.904","157836999.704","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amrn",
"AMRK","A-Mark Precious Metals, Inc.","10.59","73735437.78","n/a","n/a","Basic Industries","Other Specialty Stores","http://www.nasdaq.com/symbol/amrk",
"AMZN","Amazon.com, Inc.","299.07","138471339599.64","n/a","1997","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/amzn",
"AMBC","Ambac Financial Group, Inc.","21.89","985106366.75","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambc",
"AMBCW","Ambac Financial Group, Inc.","12.88","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/ambcw",
"AMBA","Ambarella, Inc.","41.8","1241283729.4","n/a","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/amba",
"EPAX","Ambassadors Group, Inc.","3.59","61173571.28","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/epax",
"AMBI","Ambit Biosciences Corporation","15.4","277201878.8","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ambi",
"AMCX","AMC Networks Inc.","60.48","4359646065.6","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/amcx",
"DOX","Amdocs Limited","46.81","7421585070","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/dox",
"AMDA","Amedica Corporation","2.11","26187646.77","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/amda",
"AMED","Amedisys Inc","25.28","840170839.68","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amed",
"UHAL","Amerco","267.91","5253122483.08","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/uhal",
"ASBI","Ameriana Bancorp","16","47911232","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/asbi",
"ATAX","America First Multifamily Investors, L.P.","5.78","348261923.84","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atax",
"AMOV","America Movil, S.A.B. de C.V.","23.9","82902647000","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/amov",
"AAL","American Airlines Group, Inc.","40.3","28905721588.9","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/aal",
"AGNC","American Capital Agency Corp.","22.69","8004775761.83","n/a","2008","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc",
"AGNCB","American Capital Agency Corp.","24.58","8671546418.06","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncb",
"AGNCP","American Capital Agency Corp.","25.94","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncp",
"MTGE","American Capital Mortgage Investment Corp.","19.7","1007498641.1","n/a","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtge",
"MTGEP","American Capital Mortgage Investment Corp.","25","50000000","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mtgep",
"ACSF","American Capital Senior Floating, Ltd.","12.94","129401294","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/acsf",
"ACAS","American Capital, Ltd.","14.21","3816857397.57","n/a","1997","n/a","n/a","http://www.nasdaq.com/symbol/acas",
"ANCI","American Caresource Holdings Inc","3.03","20343298.8","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/anci",
"AETI","American Electric Technologies, Inc.","6.65","54383407.4","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeti",
"AMIC","American Independence Corp.","10.27","82973538.05","n/a","n/a","Finance","Accident &Health Insurance","http://www.nasdaq.com/symbol/amic",
"AMNB","American National Bankshares, Inc.","23.7","185811128.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amnb",
"ANAT","American National Insurance Company","114.49","3076546886.48","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/anat",
"APEI","American Public Education, Inc.","30.82","531775491.88","n/a","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apei",
"ARII","American Railcar Industries, Inc.","65.96","1408397510.12","n/a","2006","Capital Goods","Railroads","http://www.nasdaq.com/symbol/arii",
"HCT","American Realty Capital Healthcare Trust, Inc.","11.18","1892955753.26","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hct",
"ARCP","American Realty Capital Properties, Inc.","9.42","8553215930.52","n/a","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arcp",
"ARCPP","American Realty Capital Properties, Inc.","22.34","960620000","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/arcpp",
"AMRB","American River Bankshares","9.34","75557004.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/amrb",
"ASEI","American Science and Engineering, Inc.","54.42","430552210.68","n/a","n/a","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/asei",
"AMSWA","American Software, Inc.","9.67","273369604.22","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/amswa",
"AMSC","American Superconductor Corporation","1.2","99848638.8","n/a","1991","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/amsc",
"AMWD","American Woodmark Corporation","40.96","636850380.8","n/a","1986","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/amwd",
"CRMT","America&#39;s Car-Mart, Inc.","45.72","390402759.96","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/crmt",
"ABCB","Ameris Bancorp","24.7","660439418.6","n/a","1994","Finance","Major Banks","http://www.nasdaq.com/symbol/abcb",
"AMSF","AMERISAFE, Inc.","41.09","770081044.25","n/a","2005","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/amsf",
"ASRV","AmeriServ Financial Inc.","3.1","58264152.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrv",
"ASRVP","AmeriServ Financial Inc.","27.35","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/asrvp",
"ATLO","Ames National Corporation","24.5","228117368.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/atlo",
"AMGN","Amgen Inc.","161.58","122737336223.4","n/a","1983","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/amgn",
"FOLD","Amicus Therapeutics, Inc.","5.68","447021912.88","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fold",
"AMKR","Amkor Technology, Inc.","5.97","1415526336.33","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/amkr",
"AMPH","Amphastar Pharmaceuticals, Inc.","9.94","443762940.46","n/a","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/amph",
"AMSG","Amsurg Corp.","53.05","2552910985.65","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amsg",
"AMSGP","Amsurg Corp.","109.3","188542500","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/amsgp",
"ASYS","Amtech Systems, Inc.","10.11","99532899.45","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asys",
"AFSI","AmTrust Financial Services, Inc.","44.11","3335399528.56","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afsi",
"AMRS","Amyris, Inc.","2.97","234459462.6","n/a","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amrs",
"ANAC","Anacor Pharmaceuticals, Inc.","30.08","1263227437.44","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anac",
"ANAD","ANADIGICS, Inc.","0.67","57502138.29","n/a","1995","Technology","Semiconductors","http://www.nasdaq.com/symbol/anad",
"ADI","Analog Devices, Inc.","47","14768000848","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/adi",
"ALOG","Analogic Corporation","71.49","887989371.81","n/a","1972","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/alog",
"ANCB","Anchor Bancorp","20.66","52683000","n/a","2011","Finance","Banks","http://www.nasdaq.com/symbol/ancb",
"ABCW","Anchor BanCorp Wisconsin Inc.","29.82","269871000","n/a","2014","n/a","n/a","http://www.nasdaq.com/symbol/abcw",
"AMCF","Andatee China Marine Fuel Services Corporation","2.06","21126974.78","n/a","2010","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/amcf",
"ANGI","Angie&#39;s List, Inc.","6.64","388550735.28","n/a","2011","Consumer Services","Advertising","http://www.nasdaq.com/symbol/angi",
"ANGO","AngioDynamics, Inc.","16.85","600739013.95","n/a","2004","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ango",
"ANIP","ANI Pharmaceuticals, Inc.","33.05","374274295.35","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anip",
"ANIK","Anika Therapeutics Inc.","41.15","596118857.75","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/anik",
"ANSS","ANSYS, Inc.","77.26","7109133754.6","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/anss",
"ATRS","Antares Pharma, Inc.","2.07","270070101.36","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrs",
"ANTH","Anthera Pharmaceuticals, Inc.","1.9","43157483.5","n/a","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/anth",
"ABAC","Aoxin Tianli Group, Inc.","2.36","65520680","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/abac",
"APAGF","Apco Oil and Gas International Inc.","14.21","418360048.82","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/apagf",
"ATNY","API Technologies Corp.","2.16","119658349.44","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/atny",
"APOG","Apogee Enterprises, Inc.","43.61","1263064480.86","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/apog",
"APOL","Apollo Education Group, Inc.","28.12","3051751120","n/a","1994","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apol",
